eliteId,PlayerName,BirthDate,BirthYear,BirthMonth,BirthDay,Birthplace,Nation,Height_info,Height,Weight_info,Weight,Position_info,Position,Shoots,DraftYear,DraftRound,Overall,OverallBy,Season,Team,League,GameType,GP,G,A,P,PIM,PlusMinus
8522,"Vitali Vishnevski",1980-03-18,1980,3,18,"Kharkov, UKR",Russia,"187 cm / 6'2"",74,"98 kg / 216 lbs",216,D,D,L,1998,1,5,"Anaheim Ducks",1997-1998,"Torpedo Yaroslavl-2",Russia2,"Regular Season",47,8,9,17,164,0
8522,"Vitali Vishnevski",1980-03-18,1980,3,18,"Kharkov, UKR",Russia,"187 cm / 6'2"",74,"98 kg / 216 lbs",216,D,D,L,1998,1,5,"Anaheim Ducks",1997-1998,"Russia U18",EJC-18,"Regular Season",6,2,6,8,24,3
8522,"Vitali Vishnevski",1980-03-18,1980,3,18,"Kharkov, UKR",Russia,"187 cm / 6'2"",74,"98 kg / 216 lbs",216,D,D,L,1998,1,5,"Anaheim Ducks",1997-1998,"Russia U20",WJC-20,"Regular Season",7,1,2,3,6,3
8755,"Rico Fata",1980-02-12,1980,2,12,"Sault Ste. Marie, ON, CAN",Canada,"180 cm / 5'11"",71,"92 kg / 203 lbs",203,C/W,C,L,1998,1,6,"Calgary Flames",1997-1998,"London Knights",OHL,"Regular Season",64,43,33,76,110,26
8755,"Rico Fata",1980-02-12,1980,2,12,"Sault Ste. Marie, ON, CAN",Canada,"180 cm / 5'11"",71,"92 kg / 203 lbs",203,C/W,C,L,1998,1,6,"Calgary Flames",1997-1998,"London Knights",OHL,Playoffs,16,9,5,14,49,-4
5528,"Manny Malhotra",1980-05-18,1980,5,18,"Mississauga, ON, CAN",Canada,"188 cm / 6'2"",74,"94 kg / 207 lbs",207,C,C,L,1998,1,7,"New York Rangers",1997-1998,"Guelph Storm ",OHL,"Regular Season",57,16,35,51,29,11
5528,"Manny Malhotra",1980-05-18,1980,5,18,"Mississauga, ON, CAN",Canada,"188 cm / 6'2"",74,"94 kg / 207 lbs",207,C,C,L,1998,1,7,"New York Rangers",1997-1998,"Guelph Storm ",OHL,Playoffs,13,8,8,16,8,8
5528,"Manny Malhotra",1980-05-18,1980,5,18,"Mississauga, ON, CAN",Canada,"188 cm / 6'2"",74,"94 kg / 207 lbs",207,C,C,L,1998,1,7,"New York Rangers",1997-1998,"Canada U20",WJC-20,"Regular Season",7,0,0,0,0,0
8765,"Mark Bell",1980-08-05,1980,8,5,"St. Pauls, ON, CAN",Canada,"193 cm / 6'4"",76,"100 kg / 220 lbs",220,C/LW,C,L,1998,1,8,"Chicago Blackhawks",1997-1998,"Ottawa 67's",OHL,"Regular Season",55,34,26,60,87,26
8765,"Mark Bell",1980-08-05,1980,8,5,"St. Pauls, ON, CAN",Canada,"193 cm / 6'4"",76,"100 kg / 220 lbs",220,C/LW,C,L,1998,1,8,"Chicago Blackhawks",1997-1998,"Ottawa 67's",OHL,Playoffs,14,6,5,11,14,0
8922,"Mike Rupp",1980-01-13,1980,1,13,"Cleveland, OH, USA",USA,"195 cm / 6'5"",77,"105 kg / 231 lbs",231,W/C,W,L,2000,3,76,"New Jersey Devils",1999-2000,"Erie Otters",OHL,"Regular Season",58,32,21,53,134,4
8922,"Mike Rupp",1980-01-13,1980,1,13,"Cleveland, OH, USA",USA,"195 cm / 6'5"",77,"105 kg / 231 lbs",231,W/C,W,L,2000,3,76,"New Jersey Devils",1999-2000,"Erie Otters",OHL,Playoffs,13,5,5,10,22,-1
8657,"Nikolai Antropov",1980-02-18,1980,2,18,"Ust-Kamenogorsk, KAZ",Kazakhstan,"198 cm / 6'6"",78,"111 kg / 245 lbs",245,C,C,L,1998,1,10,"Toronto Maple Leafs",1997-1998,"Torpedo Ust-Kamenogorsk",Russia2,"Regular Season",42,15,24,39,62,0
8657,"Nikolai Antropov",1980-02-18,1980,2,18,"Ust-Kamenogorsk, KAZ",Kazakhstan,"198 cm / 6'6"",78,"111 kg / 245 lbs",245,C,C,L,1998,1,10,"Toronto Maple Leafs",1997-1998,"Torpedo Ust-Kamenogorsk-2",Russia3,"Regular Season",4,2,2,4,6,0
8657,"Nikolai Antropov",1980-02-18,1980,2,18,"Ust-Kamenogorsk, KAZ",Kazakhstan,"198 cm / 6'6"",78,"111 kg / 245 lbs",245,C,C,L,1998,1,10,"Toronto Maple Leafs",1997-1998,"Kazakhstan U18","EJC-18 D","Regular Season",5,23,31,54,6,0
8657,"Nikolai Antropov",1980-02-18,1980,2,18,"Ust-Kamenogorsk, KAZ",Kazakhstan,"198 cm / 6'6"",78,"111 kg / 245 lbs",245,C,C,L,1998,1,10,"Toronto Maple Leafs",1997-1998,"Kazakhstan U20",WJC-20,"Regular Season",7,0,6,6,8,-7
8657,"Nikolai Antropov",1980-02-18,1980,2,18,"Ust-Kamenogorsk, KAZ",Kazakhstan,"198 cm / 6'6"",78,"111 kg / 245 lbs",245,C,C,L,1998,1,10,"Toronto Maple Leafs",1997-1998,Kazakhstan,WC,"Regular Season",3,0,1,1,4,-1
10419,"Jeff Heerema",1980-01-17,1980,1,17,"Thunder Bay, ON, CAN",Canada,"187 cm / 6'2"",74,"85 kg / 187 lbs",187,RW,R,R,1998,1,11,"Carolina Hurricanes",1997-1998,"Sarnia Sting",OHL,"Regular Season",63,32,40,72,88,21
10419,"Jeff Heerema",1980-01-17,1980,1,17,"Thunder Bay, ON, CAN",Canada,"187 cm / 6'2"",74,"85 kg / 187 lbs",187,RW,R,R,1998,1,11,"Carolina Hurricanes",1997-1998,"Sarnia Sting",OHL,Playoffs,5,4,1,5,10,0
8779,"Alex Tanguay",1979-11-21,1979,11,21,"Ste-Justine, QC, CAN",Canada,"185 cm / 6'1"",73,"88 kg / 194 lbs",194,LW,L,L,1998,1,12,"Colorado Avalanche",1997-1998,"Halifax Mooseheads",QMJHL,"Regular Season",51,47,38,85,32,-6
8779,"Alex Tanguay",1979-11-21,1979,11,21,"Ste-Justine, QC, CAN",Canada,"185 cm / 6'1"",73,"88 kg / 194 lbs",194,LW,L,L,1998,1,12,"Colorado Avalanche",1997-1998,"Halifax Mooseheads",QMJHL,Playoffs,5,7,6,13,4,-6
8779,"Alex Tanguay",1979-11-21,1979,11,21,"Ste-Justine, QC, CAN",Canada,"185 cm / 6'1"",73,"88 kg / 194 lbs",194,LW,L,L,1998,1,12,"Colorado Avalanche",1997-1998,"Canada U20",WJC-20,"Regular Season",7,2,1,3,2,0
2082,"Michael Henrich",1980-03-04,1980,3,4,"Thornhill, ON, CAN",Canada,"188 cm / 6'2"",74,"93 kg / 205 lbs",205,C/D,C,R,1998,1,13,"Edmonton Oilers",1997-1998,"Barrie Colts",OHL,"Regular Season",66,41,22,63,75,5
2082,"Michael Henrich",1980-03-04,1980,3,4,"Thornhill, ON, CAN",Canada,"188 cm / 6'2"",74,"93 kg / 205 lbs",205,C/D,C,R,1998,1,13,"Edmonton Oilers",1997-1998,"Barrie Colts",OHL,Playoffs,5,1,3,4,0,-3
8707,"Eric Chouinard",1980-07-08,1980,7,8,"Atlanta, GA, USA",Canada,"191 cm / 6'3"",75,"92 kg / 203 lbs",203,W/C,W,L,1998,1,16,"Montreal Canadiens",1997-1998,"Quebec Remparts",QMJHL,"Regular Season",68,41,42,83,18,10
8707,"Eric Chouinard",1980-07-08,1980,7,8,"Atlanta, GA, USA",Canada,"191 cm / 6'3"",75,"92 kg / 203 lbs",203,W/C,W,L,1998,1,16,"Montreal Canadiens",1997-1998,"Quebec Remparts",QMJHL,Playoffs,14,7,10,17,6,2
8598,"Martin Skoula",1979-10-28,1979,10,28,"Litomerice, CZE","Czech Rep.","190 cm / 6'3"",75,"101 kg / 223 lbs",223,D,D,L,1998,1,17,"Colorado Avalanche",1997-1998,"Barrie Colts",OHL,"Regular Season",66,8,36,44,36,12
8598,"Martin Skoula",1979-10-28,1979,10,28,"Litomerice, CZE","Czech Rep.","190 cm / 6'3"",75,"101 kg / 223 lbs",223,D,D,L,1998,1,17,"Colorado Avalanche",1997-1998,"Barrie Colts",OHL,Playoffs,6,1,3,4,4,-6
8673,"Dmitri Kalinin",1980-07-22,1980,7,22,"Chelyabinsk, RUS",Russia,"190 cm / 6'3"",75,"98 kg / 216 lbs",216,D,D,L,1998,1,18,"Buffalo Sabres",1997-1998,"Traktor Chelyabinsk",Russia,"Regular Season",26,0,2,2,24,0
8673,"Dmitri Kalinin",1980-07-22,1980,7,22,"Chelyabinsk, RUS",Russia,"190 cm / 6'3"",75,"98 kg / 216 lbs",216,D,D,L,1998,1,18,"Buffalo Sabres",1997-1998,"Russia U18",EJC-18,"Regular Season",6,0,2,2,6,1
8913,"Robyn Regehr",1980-04-19,1980,4,19,"Recife, BRA",Canada,"190 cm / 6'3"",75,"102 kg / 225 lbs",225,D,D,L,1998,1,19,"Colorado Avalanche",1997-1998,"Kamloops Blazers",WHL,"Regular Season",65,4,10,14,120,6
8913,"Robyn Regehr",1980-04-19,1980,4,19,"Recife, BRA",Canada,"190 cm / 6'3"",75,"102 kg / 225 lbs",225,D,D,L,1998,1,19,"Colorado Avalanche",1997-1998,"Kamloops Blazers",WHL,Playoffs,5,0,3,3,8,0
8904,"Scott Parker",1978-01-29,1978,1,29,"Hanford, CA, USA",USA,"196 cm / 6'5"",77,"109 kg / 240 lbs",240,RW,R,R,1998,1,20,"Colorado Avalanche",1997-1998,"Kelowna Rockets",WHL,"Regular Season",71,30,22,52,243,-4
8904,"Scott Parker",1978-01-29,1978,1,29,"Hanford, CA, USA",USA,"196 cm / 6'5"",77,"109 kg / 240 lbs",240,RW,R,R,1998,1,20,"Colorado Avalanche",1997-1998,"Kelowna Rockets",WHL,Playoffs,7,6,0,6,23,-3
9083,"Mathieu Biron",1980-04-29,1980,4,29,"Lac St-Charles, QC, CAN",Canada,"198 cm / 6'6"",78,"106 kg / 234 lbs",234,D,D,R,1998,1,21,"Los Angeles Kings",1997-1998,"Shawinigan Cataractes",QMJHL,"Regular Season",59,8,28,36,60,18
9083,"Mathieu Biron",1980-04-29,1980,4,29,"Lac St-Charles, QC, CAN",Canada,"198 cm / 6'6"",78,"106 kg / 234 lbs",234,D,D,R,1998,1,21,"Los Angeles Kings",1997-1998,"Shawinigan Cataractes",QMJHL,Playoffs,6,0,1,1,10,-3
8828,"Simon Gagne",1980-02-29,1980,2,29,"Ste-Foy, QC, CAN",Canada,"185 cm / 6'1"",73,"89 kg / 196 lbs",196,LW,L,L,1998,1,22,"Philadelphia Flyers",1997-1998,"Quebec Remparts",QMJHL,"Regular Season",53,30,39,69,26,20
8828,"Simon Gagne",1980-02-29,1980,2,29,"Ste-Foy, QC, CAN",Canada,"185 cm / 6'1"",73,"89 kg / 196 lbs",196,LW,L,L,1998,1,22,"Philadelphia Flyers",1997-1998,"Quebec Remparts",QMJHL,Playoffs,12,11,5,16,23,8
9630,"Milan Kraft",1980-01-17,1980,1,17,"Plzen, CZE","Czech Rep.","193 cm / 6'4"",76,"100 kg / 220 lbs",220,C,C,R,1998,1,23,"Pittsburgh Penguins",1997-1998,"HC Plzen U20","Czech U20","Regular Season",24,22,23,45,12,0
9630,"Milan Kraft",1980-01-17,1980,1,17,"Plzen, CZE","Czech Rep.","193 cm / 6'4"",76,"100 kg / 220 lbs",220,C,C,R,1998,1,23,"Pittsburgh Penguins",1997-1998,"HC Plzen",Czech,"Regular Season",16,0,5,5,0,0
9630,"Milan Kraft",1980-01-17,1980,1,17,"Plzen, CZE","Czech Rep.","193 cm / 6'4"",76,"100 kg / 220 lbs",220,C,C,R,1998,1,23,"Pittsburgh Penguins",1997-1998,"HC Plzen",Czech,Playoffs,1,0,0,0,0,0
9630,"Milan Kraft",1980-01-17,1980,1,17,"Plzen, CZE","Czech Rep.","193 cm / 6'4"",76,"100 kg / 220 lbs",220,C,C,R,1998,1,23,"Pittsburgh Penguins",1997-1998,"Czech Republic U18",EJC-18,"Regular Season",6,5,3,8,6,0
290,"Christian Backman",1980-04-28,1980,4,28,"Alingsas, SWE",Sweden,"193 cm / 6'4"",76,"95 kg / 209 lbs",209,D,D,L,1998,1,24,"St. Louis Blues",1997-1998,"Vastra Frolunda HC J20",SuperElit,"Regular Season",28,5,14,19,12,0
290,"Christian Backman",1980-04-28,1980,4,28,"Alingsas, SWE",Sweden,"193 cm / 6'4"",76,"95 kg / 209 lbs",209,D,D,L,1998,1,24,"St. Louis Blues",1997-1998,"Sweden U18",EJC-18,"Regular Season",6,2,6,8,2,0
8616,"Jiri Fischer",1980-07-31,1980,7,31,"Horovice, CZE","Czech Rep.","196 cm / 6'5"",77,"101 kg / 223 lbs",223,D,D,L,1998,1,25,"Detroit Red Wings",1997-1998,"Hull Olympiques",QMJHL,"Regular Season",70,3,19,22,112,0
8616,"Jiri Fischer",1980-07-31,1980,7,31,"Horovice, CZE","Czech Rep.","196 cm / 6'5"",77,"101 kg / 223 lbs",223,D,D,L,1998,1,25,"Detroit Red Wings",1997-1998,"Hull Olympiques",QMJHL,Playoffs,11,1,4,5,16,0
8834,"Mike Van Ryn",1979-05-14,1979,5,14,"London, ON, CAN",Canada,"185 cm / 6'1"",73,"90 kg / 198 lbs",198,D,D,R,1998,1,26,"New Jersey Devils",1997-1998,"Univ. of Michigan",NCAA,"Regular Season",38,4,14,18,44,6
8834,"Mike Van Ryn",1979-05-14,1979,5,14,"London, ON, CAN",Canada,"185 cm / 6'1"",73,"90 kg / 198 lbs",198,D,D,R,1998,1,26,"New Jersey Devils",1997-1998,"Canada U20",WJC-20,"Regular Season",7,0,0,0,4,0
9050,"Scott Gomez",1979-12-23,1979,12,23,"Anchorage, AK, USA",USA,"180 cm / 5'11"",71,"91 kg / 201 lbs",201,C/LW,C,L,1998,1,27,"New Jersey Devils",1997-1998,"Tri-City Americans",WHL,"Regular Season",42,12,37,49,57,-11
9050,"Scott Gomez",1979-12-23,1979,12,23,"Anchorage, AK, USA",USA,"180 cm / 5'11"",71,"91 kg / 201 lbs",201,C/LW,C,L,1998,1,27,"New Jersey Devils",1997-1998,"USA U20",WJC-20,"Regular Season",7,1,0,1,2,0
9685,"Ramzi Abid",1980-03-24,1980,3,24,"Montreal, QC, CAN",Canada,"188 cm / 6'2"",74,"95 kg / 209 lbs",209,LW/C,L,L,2000,3,85,"Arizona Coyotes",1999-2000,"Acadie-Bathurst Titan",QMJHL,"Regular Season",13,10,11,21,61,10
9685,"Ramzi Abid",1980-03-24,1980,3,24,"Montreal, QC, CAN",Canada,"188 cm / 6'2"",74,"95 kg / 209 lbs",209,LW/C,L,L,2000,3,85,"Arizona Coyotes",1999-2000,"Halifax Mooseheads",QMJHL,"Regular Season",59,57,80,137,148,29
9685,"Ramzi Abid",1980-03-24,1980,3,24,"Montreal, QC, CAN",Canada,"188 cm / 6'2"",74,"95 kg / 209 lbs",209,LW/C,L,L,2000,3,85,"Arizona Coyotes",1999-2000,"Halifax Mooseheads",QMJHL,Playoffs,10,10,13,23,18,-2
5529,"Jonathan Cheechoo",1980-07-15,1980,7,15,"Moose Factory, ON, CAN",Canada,"185 cm / 6'1"",73,"100 kg / 220 lbs",220,RW,R,R,1998,2,29,"San Jose Sharks",1997-1998,"Belleville Bulls",OHL,"Regular Season",64,31,45,76,62,14
5529,"Jonathan Cheechoo",1980-07-15,1980,7,15,"Moose Factory, ON, CAN",Canada,"185 cm / 6'1"",73,"100 kg / 220 lbs",220,RW,R,R,1998,2,29,"San Jose Sharks",1997-1998,"Belleville Bulls",OHL,Playoffs,10,4,2,6,10,-2
6559,"Kyle Rossiter",1980-06-09,1980,6,9,"Edmonton, AB, CAN",Canada,"190 cm / 6'3"",75,"102 kg / 225 lbs",225,D,D,L,1998,2,30,"Florida Panthers",1997-1998,"Spokane Chiefs",WHL,"Regular Season",61,6,16,22,190,2
6559,"Kyle Rossiter",1980-06-09,1980,6,9,"Edmonton, AB, CAN",Canada,"190 cm / 6'3"",75,"102 kg / 225 lbs",225,D,D,L,1998,2,30,"Florida Panthers",1997-1998,"Spokane Chiefs",WHL,Playoffs,15,0,3,3,28,-2
9596,"Artyom Chubarov",1979-12-13,1979,12,13,"Nizhny Novgorod, RUS",Russia,"186 cm / 6'1"",73,"92 kg / 203 lbs",203,C,C,L,1998,2,31,"Vancouver Canucks",1997-1998,"Dynamo Moskva",Russia,"Regular Season",30,1,4,5,4,0
9596,"Artyom Chubarov",1979-12-13,1979,12,13,"Nizhny Novgorod, RUS",Russia,"186 cm / 6'1"",73,"92 kg / 203 lbs",203,C,C,L,1998,2,31,"Vancouver Canucks",1997-1998,"Russia U20",WJC-20,"Regular Season",7,3,2,5,0,2
9739,"Stephen Peat",1980-03-10,1980,3,10,"Princeton, BC, CAN",Canada,"190 cm / 6'3"",75,"105 kg / 231 lbs",231,RW,R,R,1998,2,32,"Anaheim Ducks",1997-1998,"Red Deer Rebels",WHL,"Regular Season",63,6,12,18,189,-14
9739,"Stephen Peat",1980-03-10,1980,3,10,"Princeton, BC, CAN",Canada,"190 cm / 6'3"",75,"105 kg / 231 lbs",231,RW,R,R,1998,2,32,"Anaheim Ducks",1997-1998,"Red Deer Rebels",WHL,Playoffs,5,0,0,0,8,-4
9082,"Blair Betts",1980-02-16,1980,2,16,"Edmonton, AB, CAN",Canada,"191 cm / 6'3"",75,"95 kg / 209 lbs",209,C,C,L,1998,2,33,"Calgary Flames",1997-1998,"Prince George Cougars",WHL,"Regular Season",71,35,41,76,38,14
9082,"Blair Betts",1980-02-16,1980,2,16,"Edmonton, AB, CAN",Canada,"191 cm / 6'3"",75,"95 kg / 209 lbs",209,C,C,L,1998,2,33,"Calgary Flames",1997-1998,"Prince George Cougars",WHL,Playoffs,11,4,6,10,8,0
4341,"Andrew Peters",1980-05-05,1980,5,5,"St. Catharines, ON, CAN",Canada,"193 cm / 6'4"",76,"112 kg / 247 lbs",247,LW,L,L,1998,2,34,"Buffalo Sabres",1997-1998,"Oshawa Generals",OHL,"Regular Season",60,11,7,18,220,-10
4341,"Andrew Peters",1980-05-05,1980,5,5,"St. Catharines, ON, CAN",Canada,"193 cm / 6'4"",76,"112 kg / 247 lbs",247,LW,L,L,1998,2,34,"Buffalo Sabres",1997-1998,"Oshawa Generals",OHL,Playoffs,7,2,0,2,19,1
43320,"Petr Svoboda",1980-06-20,1980,6,20,"Jihlava, CZE","Czech Rep.","188 cm / 6'2"",74,"87 kg / 192 lbs",192,D,D,R,1998,2,35,"Toronto Maple Leafs",1997-1998,"HC Dukla Jihlava U20","Czech U20","Regular Season",12,0,2,2,0,0
43320,"Petr Svoboda",1980-06-20,1980,6,20,"Jihlava, CZE","Czech Rep.","188 cm / 6'2"",74,"87 kg / 192 lbs",192,D,D,R,1998,2,35,"Toronto Maple Leafs",1997-1998,"HC Havlickuv Brod",Czech2,"Regular Season",18,1,2,3,16,0
43320,"Petr Svoboda",1980-06-20,1980,6,20,"Jihlava, CZE","Czech Rep.","188 cm / 6'2"",74,"87 kg / 192 lbs",192,D,D,R,1998,2,35,"Toronto Maple Leafs",1997-1998,"Czech Republic U18",EJC-18,"Regular Season",6,2,1,3,8,0
29019,"Chris Nielsen",1980-02-16,1980,2,16,"Moshi, TNZ",Canada,"188 cm / 6'2"",74,"92 kg / 203 lbs",203,RW,R,R,1998,2,36,"New York Islanders",1997-1998,"Calgary Hitmen",WHL,"Regular Season",68,22,29,51,31,7
29019,"Chris Nielsen",1980-02-16,1980,2,16,"Moshi, TNZ",Canada,"188 cm / 6'2"",74,"92 kg / 203 lbs",203,RW,R,R,1998,2,36,"New York Islanders",1997-1998,"Calgary Hitmen",WHL,Playoffs,18,2,4,6,10,-3
707,"Christian Berglund",1980-03-12,1980,3,12,"Orebro, SWE",Sweden,"180 cm / 5'11"",71,"88 kg / 194 lbs",194,LW,L,L,1998,2,37,"New Jersey Devils",1997-1998,"Farjestad BK J20",SuperElit,"Regular Season",29,23,19,42,68,0
707,"Christian Berglund",1980-03-12,1980,3,12,"Orebro, SWE",Sweden,"180 cm / 5'11"",71,"88 kg / 194 lbs",194,LW,L,L,1998,2,37,"New Jersey Devils",1997-1998,"Farjestad BK",SHL,"Regular Season",1,0,0,0,0,0
707,"Christian Berglund",1980-03-12,1980,3,12,"Orebro, SWE",Sweden,"180 cm / 5'11"",71,"88 kg / 194 lbs",194,LW,L,L,1998,2,37,"New Jersey Devils",1997-1998,"Sweden U18",EJC-18,"Regular Season",6,4,4,8,10,0
9148,"John Erskine",1980-06-26,1980,6,26,"Kingston, ON, CAN",Canada,"193 cm / 6'4"",76,"100 kg / 220 lbs",220,D,D,L,1998,2,39,"Dallas Stars",1997-1998,"London Knights",OHL,"Regular Season",55,0,9,9,205,19
9148,"John Erskine",1980-06-26,1980,6,26,"Kingston, ON, CAN",Canada,"193 cm / 6'4"",76,"100 kg / 220 lbs",220,D,D,L,1998,2,39,"Dallas Stars",1997-1998,"London Knights",OHL,Playoffs,16,0,5,5,25,4
60629,"Randy Copley",1979-10-04,1979,10,4,"Inverness, NS, CAN",Canada,"188 cm / 6'2"",74,"98 kg / 216 lbs",216,LW,L,R,1998,2,40,"New York Rangers",1997-1998,"Cape Breton Screaming Eagles",QMJHL,"Regular Season",69,34,42,76,194,-6
60629,"Randy Copley",1979-10-04,1979,10,4,"Inverness, NS, CAN",Canada,"188 cm / 6'2"",74,"98 kg / 216 lbs",216,LW,L,R,1998,2,40,"New York Rangers",1997-1998,"Cape Breton Screaming Eagles",QMJHL,Playoffs,4,0,0,0,16,-2
60630,"Maxym Linnik",1979-09-06,1979,9,6,"Kiev, UKR",Ukraine,"193 cm / 6'4"",76,"90 kg / 198 lbs",198,D,D,L,1998,2,41,"St. Louis Blues",1997-1998,"St. Thomas Stars",WOHL,"Regular Season",35,4,14,18,130,0
12777,"Jason Beckett",1980-07-23,1980,7,23,"Lethbridge, AB, CAN",Canada,"190 cm / 6'3"",75,"98 kg / 216 lbs",216,D,D,R,1998,2,42,"Philadelphia Flyers",1997-1998,"Seattle Thunderbirds",WHL,"Regular Season",71,1,11,12,241,1
12777,"Jason Beckett",1980-07-23,1980,7,23,"Lethbridge, AB, CAN",Canada,"190 cm / 6'3"",75,"98 kg / 216 lbs",216,D,D,R,1998,2,42,"Philadelphia Flyers",1997-1998,"Seattle Thunderbirds",WHL,Playoffs,5,0,0,0,16,-2
2685,"Ossi Vaananen",1980-08-18,1980,8,18,"Vantaa, FIN",Finland,"193 cm / 6'4"",76,"98 kg / 216 lbs",216,D,D,L,1998,2,43,"Arizona Coyotes",1997-1998,"Jokerit U18","Jr. B SM-sarja","Regular Season",7,3,3,6,8,0
2685,"Ossi Vaananen",1980-08-18,1980,8,18,"Vantaa, FIN",Finland,"193 cm / 6'4"",76,"98 kg / 216 lbs",216,D,D,L,1998,2,43,"Arizona Coyotes",1997-1998,"Jokerit U20","Jr. A SM-liiga","Regular Season",31,0,6,6,24,0
2685,"Ossi Vaananen",1980-08-18,1980,8,18,"Vantaa, FIN",Finland,"193 cm / 6'4"",76,"98 kg / 216 lbs",216,D,D,L,1998,2,43,"Arizona Coyotes",1997-1998,"Jokerit U20","Jr. A SM-liiga",Playoffs,7,0,2,2,16,0
2685,"Ossi Vaananen",1980-08-18,1980,8,18,"Vantaa, FIN",Finland,"193 cm / 6'4"",76,"98 kg / 216 lbs",216,D,D,L,1998,2,43,"Arizona Coyotes",1997-1998,"Finland U18 ",EJC-18,"Regular Season",6,0,0,0,20,0
2685,"Ossi Vaananen",1980-08-18,1980,8,18,"Vantaa, FIN",Finland,"193 cm / 6'4"",76,"98 kg / 216 lbs",216,D,D,L,1998,2,43,"Arizona Coyotes",1997-1998,"Finland U18 (all) ",International-Jr,"Regular Season",18,0,1,1,40,0
8771,"Mike Fisher",1980-06-05,1980,6,5,"Peterborough, ON, CAN",Canada,"185 cm / 6'1"",73,"98 kg / 216 lbs",216,C,C,R,1998,2,44,"Ottawa Senators",1997-1998,"Sudbury Wolves",OHL,"Regular Season",66,24,25,49,65,5
8771,"Mike Fisher",1980-06-05,1980,6,5,"Peterborough, ON, CAN",Canada,"185 cm / 6'1"",73,"98 kg / 216 lbs",216,C,C,R,1998,2,44,"Ottawa Senators",1997-1998,"Sudbury Wolves",OHL,Playoffs,9,2,2,4,13,-3
8715,"Mike Ribeiro",1980-02-10,1980,2,10,"Montreal, QC, CAN",Canada,"183 cm / 6'0"",72,"81 kg / 179 lbs",179,C,C,L,1998,2,45,"Montreal Canadiens",1997-1998,"Rouyn-Noranda Huskies",QMJHL,"Regular Season",67,40,85,125,55,35
8715,"Mike Ribeiro",1980-02-10,1980,2,10,"Montreal, QC, CAN",Canada,"183 cm / 6'0"",72,"81 kg / 179 lbs",179,C,C,L,1998,2,45,"Montreal Canadiens",1997-1998,"Rouyn-Noranda Huskies",QMJHL,Playoffs,6,3,1,4,0,-2
